Generic,Name,Company,Strength,Price
Furosemide,Lasix,Sanofi Bangladesh Ltd.,20 mg/2 ml,8.02
Lansoprazole,Lasocon,Biopharma Laboratories Ltd.,30 mg,6.00
Etoposide,Lastet,Nippon Kayaku Ltd.,100 mg/5 ml,404.00
Bromazepam,Laten,Supreme Pharmaceutical Ltd.,3 mg,3.00
Ispaghula Husk,Laxadil,Drug International Ltd.,3.5 gm/sachet,5.25
Ispaghula Husk,Laxate,Medimet Pharmaceuticals Ltd.,3.5 gm/sachet,7.00
Lactulose,Laxativ,Rangs Pharmaceuticals Ltd.,3.35 gm/5 ml,120.00
Magnesium Hydroxide + Liquid Paraffin,Laxefin,Sharif Pharmaceuticals Ltd.,(300 mg+1.25 ml)/5 ml,95.29
Sennosides,Laxenna,GlaxoSmithKline,12 mg,1.25
Psyllium Husk,Laxgel,Popular Pharmaceuticals Ltd.,120 gm/container,403.24
Furosemide + Spironolactone,Laxicon,The White Horse Pharma,20 mg+50 mg,5.93
Cyclobenzaprine Hydrochloride,Laxirin,Opsonin Pharma Ltd.,5 mg,2.00
Cyclobenzaprine Hydrochloride,Laxirin,Opsonin Pharma Ltd.,10 mg,3.00
Lactitol Monohydrate,Laxitol,Eskayef Bangladesh Ltd.,10 gm/sachet,12.00
Levofloxacin (Oral),Laxod,Millat Pharmaceuticals Ltd.,500 mg,15.00
Macrogol + Electrolytes,Laxogol,ACME Laboratories Ltd.,,160.00
Lactulose,Laxol,Navana Pharmaceuticals Ltd.,3.35 gm/5 ml,136.00
Lactulose,Laxolac,Globe Pharmaceuticals Ltd.,3.4 gm/5 ml,140.00
Bromazepam,Laxonil,Rephco Pharmaceuticals Ltd.,3 mg,4.00
Furosemide + Spironolactone,Laxur,Healthcare Pharmacuticals Ltd.,20 mg+50 mg,8.00
Bromazepam,Laxyl,Square Pharmaceuticals Ltd.,3 mg,5.02
Lansoprazole,Lazo 30,Desh Pharmaceuticals Ltd.,30 mg,5.00
Bromazepam,Lazonil,Rephco Pharmaceuticals Ltd.,3 mg,3.00
Flupentixol + Melitracen,Leanxit,ACME Laboratories Ltd.,0.5 mg+10 mg,5.01
Lactulose,Leaxe,Alco Pharma Ltd.,3.35 gm/5 ml,140.42
Cephradine,Lebac,Square Pharmaceuticals Ltd.,250 mg,8.03
Cephradine,Lebac,Square Pharmaceuticals Ltd.,500 mg,15.05
Cephradine,Lebac,Square Pharmaceuticals Ltd.,125 mg/5 ml,90.27
Cephradine,Lebac,Square Pharmaceuticals Ltd.,125 mg/1.25 ml,65.19
Cephradine,Lebac,Square Pharmaceuticals Ltd.,500 mg/vial,65.19
Cephradine,Lebac,Square Pharmaceuticals Ltd.,1 gm/vial,95.29
Cephradine,Lebac Forte,Square Pharmaceuticals Ltd.,250 mg/5 ml,135.40
Levosalbutamol (Oral),Lebrod,Alco Pharma Ltd.,1 mg,0.75
Levosalbutamol (Oral),Lebrod,Alco Pharma Ltd.,2 mg,1.40
Levosalbutamol (Oral),Lebrod,Alco Pharma Ltd.,1 mg/5 ml,45.14
Levosalbutamol (Oral),Lebutal,Pacific Pharmaceuticals Ltd.,1 mg,1.00
Levosalbutamol (Oral),Lebutal,Pacific Pharmaceuticals Ltd.,2 mg,1.90
Levosalbutamol (Oral),Lebutal,Pacific Pharmaceuticals Ltd.,1 mg/5 ml,40.00
Levocetirizine Dihydrochloride,Lecet,Pacific Pharmaceuticals Ltd.,5 mg,3.00
Levocetirizine Dihydrochloride,Lecitin,Zenith Pharmaceuticals Ltd.,5 mg,2.00
Levofloxacin (Oral),Lecocin,Prime Pharmaceuticals Ltd.,500 mg,15.00
Patrangasav,Lecor,Square Pharmaceuticals Ltd.,,115.00
Levofloxacin (Oral),Leevotin,Syntho Laboratories Ltd.,500 mg,15.00
Levofloxacin (Oral),Leevotin,MST Pharma,500 mg,15.00
Levofloxacin (Oral),Lefex,Doctor’s Chemical Works Ltd.,500 mg,14.00
Levofloxacin (Oral),Leflox,ACI Limited,500 mg,15.11
Levofloxacin (Oral),Leflox,ACI Limited,750 mg,20.13
Levofloxacin (Ophthalmic),Leflox,ACI Limited,0.5%,87.00
Simethicone,Lefoam,Incepta Pharmaceuticals Ltd.,67 mg/ml,30.00
Pregabalin,Legaba,Legends Pharma,50 mg,12.00
Citric Acid Monohydrate,Lemonika,Incepta Pharmaceuticals Ltd.,31.25 mg/5 ml,45.00
Vitamin C [Ascorbic acid],Lemovit-C,Ziska Pharmaceuticals Ltd.,500 mg/5 ml,6.00
Levamisole,Lemox,Bengal drugs Ltd.,40 mg/5 ml,9.00
Tibolone,Lenea,Nuvista Pharma Ltd.,2.5 mg,21.56
Letrozole,Lenor,Eskayef Bangladesh Ltd.,2.5 mg,40.00
Lenvatinib,Lenva,Beacon Pharmaceuticals Ltd.,4 mg,670.00
Lenvatinib,Lenva,Beacon Pharmaceuticals Ltd.,10 mg,"1,750.00"
Lenvatinib,Lenvacent,Incepta Pharmaceuticals Ltd.,4 mg,670.00
Lenvatinib,Lenvacent,Incepta Pharmaceuticals Ltd.,10 mg,"1,750.00"
Lenvatinib,Lenvaxen,Everest Pharmaceuticals Ltd.,10 mg,990.00
Lenvatinib,Lenvaxen,Everest Pharmaceuticals Ltd.,4 mg,440.00
Levofloxacin (Oral),Leo,ACME Laboratories Ltd.,250 mg,8.07
Levofloxacin (Oral),Leo,ACME Laboratories Ltd.,500 mg,15.10
Levofloxacin (Oral),Leo,ACME Laboratories Ltd.,750 mg,20.13
Levofloxacin (Injection),Leo,ACME Laboratories Ltd.,500 mg/100 ml,100.30
Levofloxacin (Ophthalmic),Leo,ACME Laboratories Ltd.,0.5%,90.00
Dextromethorphan Hydrobromide,Leocof,Leon Pharmaceuticals Ltd.,10 mg/5 ml,40.00
Levofloxacin (Oral),Leoflox,Alco Pharma Ltd.,500 mg,15.05
Levofloxacin (Oral),Leoflox,Alco Pharma Ltd.,250 mg,7.02
Ondansetron,Leofran,Leon Pharmaceuticals Ltd.,8 mg,10.00
Ondansetron,Leofran,Leon Pharmaceuticals Ltd.,4 mg/5 ml,44.97
Gemifloxacin,Leogem,Leon Pharmaceuticals Ltd.,320 mg,64.97
Lactulose,Leolac,Leon Pharmaceuticals Ltd.,3.35 gm/5 ml,64.97
Levofloxacin (Oral),Leosil,Silco Pharmaceutical Ltd.,500 mg,N/A
Tramadol Hydrochloride,Leotram,Leon Pharmaceuticals Ltd.,50 mg,8.00
Zinc Sulfate Monohydrate,Leozinc,Leon Pharmaceuticals Ltd.,4.05 mg/5 ml,32.00
Zinc Sulfate Monohydrate,Leozinc DS,Leon Pharmaceuticals Ltd.,10 mg/5 ml,35.00
Vitamin B Complex + Zinc,Leozinc-B,Leon Pharmaceuticals Ltd.,,44.98
Cefuroxime Axetil,Lepath,Amico Laboratories Ltd.,250 mg,22.00
Dapsone,Lepsone,Gaco Pharmaceuticals Ltd.,100 mg,0.38
Oxcarbazepine,Leptal,Healthcare Pharmacuticals Ltd.,300 mg,17.98
Oxcarbazepine,Leptal,Healthcare Pharmacuticals Ltd.,600 mg,29.86
Clonazepam,Leptic,ACME Laboratories Ltd.,0.5 mg,6.00
Clonazepam,Leptic,ACME Laboratories Ltd.,2 mg,10.00
Clonazepam,Leptic,ACME Laboratories Ltd.,1 mg,8.00
Levofloxacin (Ophthalmic),Lequin,Apex Pharmaceuticals Ltd.,0.5%,80.00
Levofloxacin (Oral),Lequin,Apex Pharmaceuticals Ltd.,500 mg,10.00
Levocetirizine Dihydrochloride,Lerex,Asiatic Laboratories Ltd.,5 mg,2.00
Levofloxacin (Oral),Lerof,United Chemicals & Pharmaceuticals Ltd.,500 mg,14.10
Levothyroxine Sodium,Leroxy,Popular Pharmaceuticals Ltd.,50 mcg,2.00
Letrozole,Lerozol,Square Pharmaceuticals Ltd.,2.5 mg,40.27
Rupatadine Fumarate,Lerupa,Legends Pharma,10 mg,8.00
Levosalbutamol (Oral),Lesal,Apex Pharmaceuticals Ltd.,1 mg/5 ml,30.00
Fluvastatin,Lescol XL,Novartis (Bangladesh) Ltd.,80 mg,58.72
Ceftazidime Pentahydrate,Lesero,Ziska Pharmaceuticals Ltd.,250 mg/vial,70.00
Ledipasvir + Sofosbuvir,Lesovir-C,Beximco Pharmaceuticals Ltd.,90 mg+400 mg,"1,200.00"
Fluvastatin,Lesterol,Opsonin Pharma Ltd.,20 mg,12.05
Levofloxacin (Oral),Lethiquin,Rangs Pharmaceuticals Ltd.,500 mg,15.05
Levosalbutamol (Oral),Letol,Globe Pharmaceuticals Ltd.,2 mg,1.70
Levosalbutamol (Oral),Letol,Globe Pharmaceuticals Ltd.,1 mg/5 ml,38.00
Letrozole,Letrogen,Ibn-Sina Pharmaceuticals Ltd.,2.5 mg,40.01
Letrozole,Letrol,Renata Limited,2.5 mg,40.15
Letrozole,Letrozol,Drug International Ltd.,2.5 mg,39.18
Filgrastim,Leucita,BioRx,300 mcg/0.5 ml,"2,755.00"
Fluconazole,Leucodar,Chemist Laboratories  Ltd.,50 mg,6.00
Ambroxol Hydrochloride,Leucofil,Leon Pharmaceuticals Ltd.,15 mg/5 ml,40.00
Chlorambucil,Leukeran,"Excella, Germany",2 mg,45.48
Mercaptopurine,Leukin,Beacon Pharmaceuticals Ltd.,50 mg,20.00
Levosalbutamol (Oral),Levair,General Pharmaceuticals Ltd.,1 mg/5 ml,35.24
Levamisole,Levamin,Pharmadesh Laboratories Ltd.,40 mg,0.46
Levamisole,Levamin,Pharmadesh Laboratories Ltd.,40 mg/5 ml,13.07
Levamisole,Levamisole,Essential Drugs Company Ltd.,40 mg,0.22
Levamisole,Levamisole,Essential Drugs Company Ltd.,40 mg/5 ml,22.39
Levocetirizine Dihydrochloride,Levant,Bristol Pharmaceuticals Ltd.,5 mg,2.20
Lenvatinib,Levat,Julphar Bangladesh Ltd.,10 mg,"1,730.00"
Sodium Polystyrene Sulfonate,Level-K,Incepta Pharmaceuticals Ltd.,15 gm/sachet,980.00
Insulin Detemir,Levemir Flexpen,Novo Nordisk,100 IU/ml,"1,383.00"
Levosalbutamol (Oral),Leventa,Novo Healthcare and Pharma Ltd.,1 mg/5 ml,35.00
Levetiracetam,Leveron,Sanofi Bangladesh Ltd.,500 mg/5 ml,400.00
Levetiracetam,Leveron,Sanofi Bangladesh Ltd.,250 mg,16.05
Levetiracetam,Leveron,Sanofi Bangladesh Ltd.,500 mg,30.09
Levofloxacin (Oral),Levin,Amico Laboratories Ltd.,500 mg,14.00
Levetiracetam,Levipil,Sun Pharmaceutical (Bangladesh) Ltd.,500 mg,28.00
Levetiracetam,Levipil,Sun Pharmaceutical (Bangladesh) Ltd.,250 mg,14.99
Levofloxacin (Oral),Levo,Astra Biopharmaceuticals Ltd.,500 mg,15.00
Levosalbutamol (Oral),Levoair,Kemiko Pharmaceuticals Ltd.,1 mg/5 ml,45.00
Levofloxacin (Oral),Levobac,Popular Pharmaceuticals Ltd.,500 mg,15.06
Levofloxacin (Oral),Levobac,Popular Pharmaceuticals Ltd.,750 mg,20.08
Levofloxacin (Injection),Levobac,Popular Pharmaceuticals Ltd.,500 mg/100 ml,100.00
Levofloxacin (Ophthalmic),Levobac,Popular Pharmaceuticals Ltd.,0.5%,90.00
Levofloxacin (Ophthalmic),Levobac TS,Popular Pharmaceuticals Ltd.,1.5%,130.00
Levocarnitine,Levocar,Square Pharmaceuticals Ltd.,330 mg,5.03
Levocarnitine,Levocar,Square Pharmaceuticals Ltd.,500 mg/5 ml,100.67
Levocetirizine Dihydrochloride,Levocet,Alco Pharma Ltd.,5 mg,2.01
Levofloxacin (Oral),Levocin,Desh Pharmaceuticals Ltd.,500 mg,12.00
Levofloxacin (Oral),Levocos,Cosmic Pharma Ltd.,500 mg,14.40
Levofloxacin (Oral),Levoday,Veritas Pharmaceuticals Ltd.,500 mg,N/A
Levosalbutamol (Oral),Levodis,Reliance Pharmaceuticals Ltd.,1 mg/5 ml,45.00
Levofloxacin (Oral),Levodon,Apollo Pharmaceutical Ltd.,500 mg,15.00
Norepinephrine,Levofed,Beacon Pharmaceuticals Ltd.,2 mg/2 ml,250.00
Levofloxacin (Oral),Levoflox,Drug International Ltd.,500 mg,15.05
Levofloxacin (Oral),Levoflox,Drug International Ltd.,750 mg,20.10
Levofloxacin (Injection),Levoflox,Drug International Ltd.,500 mg/100 ml,99.96
Levofloxacin (Ophthalmic),Levoflox,Drug International Ltd.,0.5%,80.26
Levofloxacin (Oral),Levofloxacin,Essential Drugs Company Ltd.,500 mg,10.73
Levofloxacin (Ophthalmic),Levofloxacin,Essential Drugs Company Ltd.,0.5%,37.00
Levofloxacin (Ophthalmic),Levogen,General Pharmaceuticals Ltd.,0.5%,90.00
Levofloxacin (Ophthalmic),Levogen TS,General Pharmaceuticals Ltd.,1.5%,130.00
Levofloxacin (Oral),Levoking,Renata Limited,500 mg,15.06
Levofloxacin (Oral),Levoking,Renata Limited,750 mg,20.06
Levofloxacin (Oral),Levoking,Renata Limited,125 mg/5 ml,80.00
Levofloxacin (Oral),Levolex,Pharmadesh Laboratories Ltd.,500 mg,14.00
Levofloxacin (Oral),Levolo,Pacific Pharmaceuticals Ltd.,500 mg,15.00
Levofloxacin (Ophthalmic),Levolo,Pacific Pharmaceuticals Ltd.,0.5%,90.00
Levofloxacin (Oral),Levolon,Peoples Pharma Ltd.,250 mg,7.50
Levofloxacin (Oral),Levolon,Peoples Pharma Ltd.,500 mg,14.00
Levofloxacin (Oral),Levomax,Eskayef Bangladesh Ltd.,500 mg,15.00
Levofloxacin (Oral),Levomax,Eskayef Bangladesh Ltd.,750 mg,20.00
Levofloxacin (Ophthalmic),Levomax,Eskayef Bangladesh Ltd.,0.5%,90.00
Levofloxacin (Ophthalmic),Levomax TS,Eskayef Bangladesh Ltd.,1.5%,130.00
Levofloxacin (Oral),Levomet,Medimet Pharmaceuticals Ltd.,250 mg,N/A
Levofloxacin (Oral),Levonce,Bristol Pharmaceuticals Ltd.,500 mg,15.00
Levofloxacin (Injection),Levonic,Medimet Pharmaceuticals Ltd.,500 mg/100 ml,430.00
Levofloxacin (Oral),Levonix,Ziska Pharmaceuticals Ltd.,500 mg,14.00
Levofloxacin (Oral),Levonor,Novelta Bestway Pharmaceuticals Ltd.,500 mg,15.05
Levofloxacin (Oral),Levonor,Novelta Bestway Pharmaceuticals Ltd.,750 mg,20.06
Levodopa + Carbidopa,Levopa,ACME Laboratories Ltd.,100 mg+10 mg,4.01
Levodopa + Carbidopa,Levopa,ACME Laboratories Ltd.,250 mg+25 mg,7.52
Levofloxacin (Oral),Levoquin,Navana Pharmaceuticals Ltd.,500 mg,15.10
Levofloxacin (Ophthalmic),Levoquin,Navana Pharmaceuticals Ltd.,0.5%,90.28
Levofloxacin (Ophthalmic),Levoquin TS,Navana Pharmaceuticals Ltd.,1.5%,130.00
Levofloxacin (Oral),Levora,Somatec Pharmaceuticals Ltd.,500 mg,14.04
Levofloxacin (Oral),Levosafe,Ethical Drug Ltd.,500 mg,15.00
Levofloxacin (Oral),Levoseem,Seema Pharmaceuticals Ltd.,500 mg,16.00
Levofloxacin (Oral),Levosina,Ibn-Sina Pharmaceuticals Ltd.,500 mg,15.50
Levofloxacin (Oral),Levosina,Ibn-Sina Pharmaceuticals Ltd.,750 mg,21.00
Levofloxacin (Ophthalmic),Levosina,Ibn-Sina Pharmaceuticals Ltd.,0.5%,90.00
Levofloxacin (Ophthalmic),Levosina TS,Ibn-Sina Pharmaceuticals Ltd.,1.5%,130.00
Levamisole,Levosol,Seema Pharmaceuticals Ltd.,40 mg,0.45
Levamisole,Levosol,Seema Pharmaceuticals Ltd.,40 mg/5 ml,9.00
Levosalbutamol (Oral),Levostar,Square Pharmaceuticals Ltd.,1 mg,1.00
Levosalbutamol (Oral),Levostar,Square Pharmaceuticals Ltd.,2 mg,2.00
Levosalbutamol (Oral),Levostar,Square Pharmaceuticals Ltd.,1 mg/5 ml,30.10
Levofloxacin (Oral),Levostin,Aexim Pharmaceuticals Ltd.,500 mg,13.00
Levocetirizine Dihydrochloride,Levotiz,Euro Pharma Ltd.,5 mg,2.50
Levofloxacin (Oral),Levox,Opsonin Pharma Ltd.,250 mg,8.03
Levofloxacin (Oral),Levox,Opsonin Pharma Ltd.,500 mg,15.10
Levofloxacin (Oral),Levox,Opsonin Pharma Ltd.,750 mg,20.07
Levofloxacin (Oral),Levox,Opsonin Pharma Ltd.,125 mg/5 ml,75.24
Levofloxacin (Injection),Levox,Opsonin Pharma Ltd.,500 mg/100 ml,100.33
Levofloxacin (Ophthalmic),Levox,Opsonin Pharma Ltd.,0.5%,89.96
Levofloxacin (Ophthalmic),Levox TS,Opsonin Pharma Ltd.,1.5%,129.95
Levofloxacin (Oral),Levoxin,Incepta Pharmaceuticals Ltd.,250 mg,8.00
Levofloxacin (Oral),Levoxin,Incepta Pharmaceuticals Ltd.,500 mg,15.00
Levofloxacin (Oral),Levoxin,Incepta Pharmaceuticals Ltd.,750 mg,20.00
Levofloxacin (Oral),Levoxin,Incepta Pharmaceuticals Ltd.,125 mg/5 ml,80.00
Levofloxacin (Injection),Levoxin,Incepta Pharmaceuticals Ltd.,500 mg/100 ml,100.00
Levofloxacin (Ophthalmic),Levoxin,Incepta Pharmaceuticals Ltd.,0.5%,90.01
Levofloxacin (Ophthalmic),Levoxin TS,Incepta Pharmaceuticals Ltd.,1.5%,130.00
Levofloxacin (Oral),Lexa,Globex Pharmaceuticals Ltd.,500 mg,15.00
Tolperisone Hydrochloride,Lexaton,Drug International Ltd.,50 mg,3.05
Levofloxacin (Oral),Lexazen,Zenith Pharmaceuticals Ltd.,250 mg,8.00
Levofloxacin (Oral),Lexazen,Zenith Pharmaceuticals Ltd.,500 mg,17.00
Letrozole,Lexel,Beacon Pharmaceuticals Ltd.,2.5 mg,40.00
Pivmecillinam,Lexipen,Techno Drugs Ltd.,200 mg,11.61
Levofloxacin (Oral),Lexlo,Ambee Pharmaceuticals Ltd.,500 mg,13.04
Levofloxacin (Oral),Lexlo,Ambee Pharmaceuticals Ltd.,250 mg,8.03
Bromazepam,Lexnil,Asiatic Laboratories Ltd.,3 mg,4.00
Bromazepam,Lexopam,Credence Pharmaceuticals Ltd.,3 mg,4.50
Bromazepam,Lexopil,Healthcare Pharmacuticals Ltd.,3 mg,5.00
Bromazepam,Lexotanil,Radiant Pharmaceuticals Ltd.,3 mg,7.00
Levofloxacin (Oral),Lezon,Euro Pharma Ltd.,500 mg,15.00
Montelukast Sodium,Liam,Asiatic Laboratories Ltd.,10 mg,10.00
Montelukast Sodium,Liam,Asiatic Laboratories Ltd.,5 mg,8.00
Cefuroxime Axetil,Libotil,Libra Infusions Ltd.,125 mg/5 ml,198.75
Dextrose,Libott,Libra Infusions Ltd.,5%,48.55
Dextrose,Libott,Libra Infusions Ltd.,10%,56.32
Dextrose,Libott,Libra Infusions Ltd.,25%,35.41
Sodium Chloride + Dextrose,Libott-M,Libra Infusions Ltd.,0.18%+4.3%,47.54
Sodium Chloride + Dextrose,Libott-S,Libra Infusions Ltd.,0.9%+5%,48.55
Sodium Chloride + Dextrose,Libott-S JR,Libra Infusions Ltd.,0.45%+5%,56.47
Ciprofloxacin,Libracin,Libra Infusions Ltd.,200 mg/100 ml,106.25
Ciprofloxacin,Libracin,Libra Infusions Ltd.,400 mg/100 ml,145.75
Cephradine,Libradin,Libra Pharmaceuticls Ltd.,125 mg/5 ml,80.30
Cephradine,Libradin,Libra Pharmaceuticls Ltd.,500 mg,12.54
Metronidazole,Librazol,Libra Infusions Ltd.,500 mg/100 ml,49.57
Ranitidine,Libret,Libra Infusions Ltd.,50 mg/100 ml,55.00
Cefadroxil Monohydrate,Licef,Asiatic Laboratories Ltd.,500 mg,11.93
Permethrin,Licerin,Drug International Ltd.,5% w/w,25.10
Ivermectin (Topical),Licnil,Eskayef Bangladesh Ltd.,0.5%,130.00
Multivitamin & Cod Liver Oil,Licod-M,Cosmic Pharma Ltd.,,82.00
Ursodeoxycholic Acid,Liconor,Opsonin Pharma Ltd.,150 mg,11.04
Ursodeoxycholic Acid,Liconor,Opsonin Pharma Ltd.,300 mg,21.00
Ursodeoxycholic Acid,Liconor,Opsonin Pharma Ltd.,250 mg/5 ml,180.60
Lidocaine Hydrochloride,Lido,Square Pharmaceuticals Ltd.,10 mg/spray,300.90
Lidocaine Hydrochloride,Lidocaine,Medimet Pharmaceuticals Ltd.,2%,2.70
Lidocaine Hydrochloride,Lidocaine,Medimet Pharmaceuticals Ltd.,2%,N/A
Lidocaine + Epinephrine,Lidocaine Plus,Techno Drugs Ltd.,2%+0.00125%,65.00
Cephradine,Lidocef,Leon Pharmaceuticals Ltd.,500 mg,12.50
Cephradine,Lidocef,Leon Pharmaceuticals Ltd.,125 mg/5 ml,79.97
Levofloxacin (Ophthalmic),Lifcin,Biopharma Laboratories Ltd.,1.5%,149.85
Levofloxacin (Oral),Lifcin,Biopharma Laboratories Ltd.,500 mg,15.06
Levofloxacin (Oral),Lifcin,Biopharma Laboratories Ltd.,125 mg/5 ml,75.00
Multivitamin & Multimineral [A-Z gold preparation],Life Gold,Alco Pharma Ltd.,,6.02
Multivitamin & Multimineral [A-Z silver preparation],Life Silver,Alco Pharma Ltd.,,6.02
Vitamin A,Lifil-A,ACME Laboratories Ltd.,50000 IU,1.93
Vitamin E [Alpha Tocopherol Acetate],Lifil-E,ACME Laboratories Ltd.,200 mg,4.00
Vitamin E [Alpha Tocopherol Acetate],Lifil-E,ACME Laboratories Ltd.,400 mg,6.00
Folic Acid + Zinc Sulfate Monohydrate,Lifozin,Ibn-Sina Pharmaceuticals Ltd.,5 mg+20 mg,2.00
Linagliptin,Ligazid,Eskayef Bangladesh Ltd.,5 mg,15.00
Linagliptin + Metformin Hydrochloride,Ligazid M,Eskayef Bangladesh Ltd.,2.5 mg+500 mg,12.00
Linagliptin + Metformin Hydrochloride,Ligazid M,Eskayef Bangladesh Ltd.,2.5 mg+850 mg,14.00
Linagliptin + Metformin Hydrochloride,Ligazid M,Eskayef Bangladesh Ltd.,2.5 mg+1000 mg,16.00
Linagliptin + Metformin Hydrochloride,Liglimet,Square Pharmaceuticals Ltd.,2.5 mg+500 mg,12.00
Linagliptin + Metformin Hydrochloride,Liglimet,Square Pharmaceuticals Ltd.,2.5 mg+850 mg,14.00
Lidocaine Hydrochloride,Lignocaine,Essential Drugs Company Ltd.,2%,17.57
Lidocaine Hydrochloride,Lignocaine,Essential Drugs Company Ltd.,5%,24.46
Lidocaine Hydrochloride,Lignocaine,Essential Drugs Company Ltd.,1%,20.73
Linagliptin,Lijenta,NIPRO JMI Pharma Ltd.,5 mg,22.00
Linagliptin + Metformin Hydrochloride,Lijenta-M,NIPRO JMI Pharma Ltd.,2.5 mg+500 mg,12.00
Linagliptin + Metformin Hydrochloride,Lijenta-M,NIPRO JMI Pharma Ltd.,2.5 mg+850 mg,14.00
Linagliptin + Metformin Hydrochloride,Lijenta-M,NIPRO JMI Pharma Ltd.,2.5 mg+1000 mg,15.00
Linagliptin + Metformin Hydrochloride,Lijenta-MX,NIPRO JMI Pharma Ltd.,2.5 mg+1000 mg,17.00
Linagliptin + Metformin Hydrochloride,Lijenta-MX,NIPRO JMI Pharma Ltd.,5 mg+1000 mg,24.00
Glimepiride,Limaryl,Popular Pharmaceuticals Ltd.,1 mg,6.00
Glimepiride,Limaryl,Popular Pharmaceuticals Ltd.,2 mg,9.00
Glimepiride,Limaryl,Popular Pharmaceuticals Ltd.,3 mg,12.00
Glimepiride,Limaryl,Popular Pharmaceuticals Ltd.,4 mg,15.00
Fluconazole,Limastin,Oyster Pharmaceuticals Ltd.,50 mg,8.00
Amitriptyline + Chlordiazepoxide,Limbix,ACME Laboratories Ltd.,12.5 mg+5 mg,7.00
Glimepiride,Limep,Kemiko Pharmaceuticals Ltd.,1 mg,3.01
Glimepiride,Limep,Kemiko Pharmaceuticals Ltd.,2 mg,5.02
Glimepiride,Limerid,Supreme Pharmaceutical Ltd.,1 mg,3.00
Glimepiride,Limerid,Supreme Pharmaceutical Ltd.,2 mg,5.00
Amitriptyline + Chlordiazepoxide,Limitrol,Ziska Pharmaceuticals Ltd.,12.5 mg+5 mg,7.00
L-Lysine Hydrochloride,Limogel,Beximco Pharmaceuticals Ltd.,15%,80.00
Glimepiride,Limpet,Drug International Ltd.,4 mg,9.05
Glimepiride,Limpet,Drug International Ltd.,1 mg,3.05
Glimepiride,Limpet,Drug International Ltd.,2 mg,5.05
Glimepiride,Limpet,Drug International Ltd.,3 mg,7.05
Levofloxacin (Oral),Lin,Kemiko Pharmaceuticals Ltd.,250 mg,10.00
Levofloxacin (Oral),Lin,Kemiko Pharmaceuticals Ltd.,500 mg,15.05
Levofloxacin (Ophthalmic),Lin,Kemiko Pharmaceuticals Ltd.,0.5%,90.01
Clindamycin [Oral/Injection],Linacin,Sharif Pharmaceuticals Ltd.,150 mg,8.03
Clindamycin [Oral/Injection],Linacin,Sharif Pharmaceuticals Ltd.,300 mg,15.04
Linagliptin,Linadi,Pacific Pharmaceuticals Ltd.,5 mg,15.00
Linagliptin + Metformin Hydrochloride,Linadi Plus,Pacific Pharmaceuticals Ltd.,2.5 mg+500 mg,12.00
Linagliptin + Metformin Hydrochloride,Linadi Plus,Pacific Pharmaceuticals Ltd.,2.5 mg+850 mg,14.00
Linagliptin + Metformin Hydrochloride,Linadi Plus,Pacific Pharmaceuticals Ltd.,2.5 mg+1000 mg,16.00
Linagliptin,Linadus,Opsonin Pharma Ltd.,5 mg,15.04
Linagliptin,Linaglip,Aristopharma Ltd.,5 mg,20.00
Linagliptin + Metformin Hydrochloride,Linaglip Plus,Aristopharma Ltd.,2.5 mg+500 mg,12.00
Linagliptin + Metformin Hydrochloride,Linaglip Plus,Aristopharma Ltd.,2.5 mg+850 mg,14.00
Linagliptin + Metformin Hydrochloride,Linaglip-M,Aristopharma Ltd.,5 mg+1000 mg,20.00
Linagliptin,Linago,Medicon Pharmaceuticals Ltd.,5 mg,14.77
Linagliptin,Linajen,Popular Pharmaceuticals Ltd.,5 mg,20.00
Linagliptin,Linalit,The White Horse Pharma,5 mg,17.78
Linagliptin + Metformin Hydrochloride,Linalit-M,The White Horse Pharma,2.5 mg+500 mg,11.86
Linagliptin + Metformin Hydrochloride,Linalit-M,The White Horse Pharma,2.5 mg+850 mg,13.83
Linagliptin + Metformin Hydrochloride,Linamet,Popular Pharmaceuticals Ltd.,2.5 mg+1000 mg,16.00
Linagliptin + Metformin Hydrochloride,Linamet,Popular Pharmaceuticals Ltd.,2.5 mg+500 mg,12.00
Linagliptin + Metformin Hydrochloride,Linamet,Popular Pharmaceuticals Ltd.,2.5 mg+850 mg,14.00
Lenalidomide,Linamide,Beacon Pharmaceuticals Ltd.,10 mg,200.00
Lenalidomide,Linamide,Beacon Pharmaceuticals Ltd.,25 mg,400.00
Linagliptin,Linaptin,General Pharmaceuticals Ltd.,5 mg,18.00
Linagliptin + Metformin Hydrochloride,Linaptin M,General Pharmaceuticals Ltd.,2.5 mg+500 mg,12.00
Linagliptin + Metformin Hydrochloride,Linaptin M,General Pharmaceuticals Ltd.,2.5 mg+850 mg,14.00
Linagliptin,Linarol,Drug International Ltd.,5 mg,15.05
Linagliptin + Metformin Hydrochloride,Linarol-M,Drug International Ltd.,2.5 mg+500 mg,12.00
Linagliptin + Metformin Hydrochloride,Linarol-M,Drug International Ltd.,2.5 mg+850 mg,14.00
Linagliptin + Metformin Hydrochloride,Linarol-M,Drug International Ltd.,2.5 mg+1000 mg,15.00
Linagliptin,Linastar,Orion Pharma Ltd.,5 mg,18.00
Linagliptin + Metformin Hydrochloride,Linastar M,Orion Pharma Ltd.,2.5 mg+500 mg,12.00
Linagliptin + Metformin Hydrochloride,Linastar M,Orion Pharma Ltd.,2.5 mg+850 mg,14.00
